series_id,series_name,trust,reject_reason,leverage,reset,underlying_token
S000082296,Gotham Short Strategies ETF,Tidal Trust I,no_leverage_parsed,,unknown,Gotham Strategies
S000082325,2x Ether ETF,Volatility Shares Trust,underlying_crypto_commod,2.0,unknown,Ether
S000082336,ProShares Short Ether ETF,PROSHARES TRUST,underlying_crypto_commod,-1.0,daily,Ether
S000082804,Virtus Newfleet Short Duration Core Plus Bond ETF,Virtus ETF Trust II,product_type,,unknown,Virtus Newfleet Duration Core Bond
S000082853,Unlimited Hfeq Equity Long/short ETF,Tidal Trust I,product_type,,unknown,Unlimited Hfeq Equity Long/short
S000082859,Unlimited Ultra HFND Multi-Strategy ETF,Tidal Trust I,product_type,2.0,unknown,Unlimited HFND Multi-Strategy
S000082908,Mercer Short Duration Fixed Income Fund,Mercer Funds,product_type,,unknown,Mercer Duration Fixed Income
S000083334,PGIM Short Duration High Yield ETF,PGIM ETF TRUST,product_type,,unknown,PGIM Duration High Yield
S000083352,VELA SHORT DURATION FUND,VELA Funds,product_type,,unknown,VELA DURATION
S000083371,Leuthold Grizzly Short Fund,Managed Portfolio Series,product_type,,unknown,Leuthold Grizzly
S000083414,OAK HARVEST LONG/SHORT HEDGED EQUITY,Capitol Series Trust,product_type,,unknown,OAK HARVEST LONG/SHORT HEDGED EQUITY
S000083416,Eaton Vance Short Duration Municipal Income ETF,Morgan Stanley ETF Trust,product_type,,unknown,Eaton Vance Duration Municipal Income
S000083576,First Eagle Short Duration High Yield Municipal Fund,FIRST EAGLE FUNDS,product_type,,unknown,First Eagle Duration High Yield Municipal
S000083650,LVIP American Century Ultra(R) Fund,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,product_type,2.0,unknown,LVIP American Century
S000083864,AB Short Duration High Yield ETF,"AB Active ETFs, Inc.",product_type,,unknown,AB Duration High Yield
S000083865,AB Short Duration Income ETF,"AB Active ETFs, Inc.",product_type,,unknown,AB Duration Income
S000083914,BondBloxx IR+M Tax-Aware Short Duration ETF,BondBloxx ETF Trust,product_type,,unknown,BondBloxx IR+M Tax-Aware Duration
S000083937,Old Westbury Short-Term Bond Fund,OLD WESTBURY FUNDS INC,product_type,,unknown,Old Westbury Short-Term Bond
S000083961,Nuveen Ultra Short Municipal Managed Accounts Portfolio,Nuveen Managed Accounts Portfolios Trust,product_type,-2.0,unknown,Nuveen Municipal Managed Accounts Portfolio
S000084078,Yieldmax Ultra Option Income Strategy ETF,Tidal Trust II,product_type,2.0,unknown,Yieldmax Option Income Strategy
S000084091,Carbon Collective Short Duration Green Bond ETF,Tidal Trust II,product_type,,unknown,Carbon Collective Duration Green Bond
S000084154,Performance Trust Short Term Bond ETF,TRUST FOR PROFESSIONAL MANAGERS,product_type,,unknown,Performance Term Bond
S000084168,Roundhill Uranium ETF,Roundhill ETF Trust,no_leverage_parsed,,unknown,Uranium
S000084183,Eaton Vance Short Duration Income ETF,Morgan Stanley ETF Trust,product_type,,unknown,Eaton Vance Duration Income
S000084190,Nuveen Ultra Short Income ETF,Nushares ETF Trust,product_type,-2.0,unknown,Nuveen Income
S000084228,YieldMax(R) Short AAPL Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax AAPL Option Income Strategy
S000084229,Yieldmax Short Coin Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,Yieldmax Coin Option Income Strategy
S000084230,YieldMax(R) Short Innovation Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax Innovation Option Income Strategy
S000084231,Yieldmax Short Nvda Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,Yieldmax Nvda Option Income Strategy
S000084232,Yieldmax Short Tsla Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,Yieldmax Tsla Option Income Strategy
S000084234,Yieldmax Short N100 Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,Yieldmax N100 Option Income Strategy
S000084296,Inspire Short Term Bond ETF,Northern Lights Fund Trust IV,product_type,,unknown,Inspire Term Bond
S000084339,T-REX 1.5X INVERSE BITCOIN DAILY TARGET ETF,World Funds Trust,underlying_crypto_commod,-1.5,daily,BITCOIN
S000084340,T-REX 1.5X LONG BITCOIN DAILY TARGET ETF,World Funds Trust,underlying_crypto_commod,1.5,daily,BITCOIN
S000084343,T-REX 1.75X INVERSE BITCOIN DAILY TARGET ETF,World Funds Trust,underlying_crypto_commod,-1.75,daily,BITCOIN
S000084344,T-REX 1.75X LONG BITCOIN DAILY TARGET ETF,World Funds Trust,underlying_crypto_commod,1.75,daily,BITCOIN
S000084347,T-Rex 2X Inverse Bitcoin Daily Target ETF,World Funds Trust,underlying_crypto_commod,-2.0,daily,Bitcoin
S000084348,T-Rex 2X Long Bitcoin Daily Target ETF,World Funds Trust,underlying_crypto_commod,2.0,daily,Bitcoin
S000084434,Even Herd Long Short ETF,Tidal Trust II,no_leverage_parsed,,unknown,Even Herd
S000084439,Neuberger Short Duration Income ETF,Neuberger Berman ETF Trust,product_type,,unknown,Neuberger Duration Income
S000084462,ProShares UltraShort Bitcoin ETF,PROSHARES TRUST,underlying_crypto_commod,-2.0,daily,Bitcoin
S000084463,ProShares UltraShort Ether ETF,PROSHARES TRUST,underlying_crypto_commod,-2.0,daily,Ether
S000084464,ProShares Short Bitcoin ETF II,PROSHARES TRUST,underlying_crypto_commod,-1.0,daily,Bitcoin II
S000084465,ProShares Ultra Ether ETF,PROSHARES TRUST,underlying_crypto_commod,2.0,daily,Ether
S000084466,ProShares Ultra Bitcoin ETF,PROSHARES TRUST,underlying_crypto_commod,2.0,daily,Bitcoin
S000084486,Direxion Daily Bitcoin Bull 1.5X Shares,Direxion Shares ETF Trust,underlying_crypto_commod,1.5,daily,Bitcoin
S000084487,Direxion Daily Bitcoin Bear 1.5X Shares,Direxion Shares ETF Trust,underlying_crypto_commod,-1.5,daily,Bitcoin
S000084488,Direxion Daily Bitcoin Bear 1X ETF,Direxion Shares ETF Trust,underlying_crypto_commod,-1.0,daily,Bitcoin
S000084489,Direxion Daily Bitcoin Bull 2X ETF,Direxion Shares ETF Trust,underlying_crypto_commod,2.0,daily,Bitcoin
S000084490,Direxion Daily Bitcoin Bear 2X ETF,Direxion Shares ETF Trust,underlying_crypto_commod,-2.0,daily,Bitcoin
S000084512,Easterly RocMuni Short Term Municipal Bond Fund,James Alpha Funds Trust,product_type,,unknown,Easterly RocMuni Term Municipal Bond
S000084595,Themes Russell 2000 Ultra Enhanced Iron Condor Income ETF,Themes ETF Trust,product_type,2.0,unknown,Russell 2000 Enhanced Iron Condor Income
S000084599,Themes S&P 500 Ultra Enhanced Iron Condor Income ETF,Themes ETF Trust,product_type,2.0,unknown,S&P 500 Enhanced Iron Condor Income
S000084609,Themes Nasdaq 100 Ultra Enhanced Iron Condor Income ETF,Themes ETF Trust,product_type,2.0,unknown,Nasdaq 100 Enhanced Iron Condor Income
S000084614,Lord Abbett Diversification Shares: Short Duration Completion Fund,LORD ABBETT TRUST I,product_type,,unknown,Lord Abbett Diversification Shares: Duration Completion
S000085056,iShares Enhanced Short-Term Bond Active ETF,BlackRock ETF Trust,product_type,,unknown,Enhanced Short-Term Bond Active
S000085085,Capital Group Ultra Short Income ETF,Capital Group Fixed Income ETF Trust,product_type,-2.0,unknown,Group Income
S000085119,Defiance Daily Target 2X Long Copper Miners ETF,Tidal Trust II,underlying_crypto_commod,2.0,daily,Copper Miners
S000085123,Defiance Daily Target 2x Long Uranium ETF,Tidal Trust II,underlying_crypto_commod,2.0,daily,Uranium
S000085146,PGIM Ultra Short Municipal Bond ETF,PGIM ETF TRUST,product_type,-2.0,unknown,PGIM Municipal Bond
S000085277,Direxion Daily Uranium Industry Bull 2X Shares,Direxion Shares ETF Trust,underlying_crypto_commod,2.0,daily,Uranium Industry
S000085278,Direxion Daily Uranium Industry Bear 1X Shares,Direxion Shares ETF Trust,underlying_crypto_commod,-1.0,daily,Uranium Industry
S000085324,Invesco BulletShares 2034 Corporate Bond ETF,Invesco Exchange-Traded Self-Indexed Fund Trust,product_type,,unknown,BulletShares 2034 Corporate Bond
S000085325,Invesco BulletShares 2032 High Yield Corporate Bond ETF,Invesco Exchange-Traded Self-Indexed Fund Trust,product_type,,unknown,BulletShares 2032 High Yield Corporate Bond
S000085345,Kurv Enhanced Short Maturity ETF,Kurv ETF Trust,product_type,,unknown,Enhanced Maturity
S000085491,Leverage Shares 2x Capped Accelerated COIN Monthly ETF,Themes ETF Trust,product_type,2.0,monthly,Capped Accelerated COIN Monthly
S000085494,Leverage Shares 2x Capped Accelerated MSTR Monthly ETF,Themes ETF Trust,product_type,2.0,monthly,Capped Accelerated MSTR Monthly
S000085498,Leverage Shares 2x Capped Accelerated NVDA Monthly ETF,Themes ETF Trust,product_type,2.0,monthly,Capped Accelerated NVDA Monthly
S000085499,Leverage Shares 2x Capped Accelerated PLTR Monthly ETF,Themes ETF Trust,product_type,2.0,monthly,Capped Accelerated PLTR Monthly
S000085501,Leverage Shares 2x Capped Accelerated TSLA Monthly ETF,Themes ETF Trust,product_type,2.0,monthly,Capped Accelerated TSLA Monthly
S000085520,TrueShares Quarterly Bear Hedge ETF,Elevation Series Trust,product_type,,quarterly,TrueShares Quarterly Hedge
S000085521,TrueShares Quarterly Bull Hedge ETF,Elevation Series Trust,product_type,,quarterly,TrueShares Quarterly Hedge
S000085556,Defiance 2X Ether Strategy ETF,Tidal Trust II,underlying_crypto_commod,2.0,unknown,Ether Strategy
S000085770,Defiance Daily 2X Short Ether ETF,Tidal Trust II,underlying_crypto_commod,-2.0,daily,Ether
S000085808,Goldman Sachs Ultra Short Municipal Income ETF,Goldman Sachs ETF Trust,product_type,-2.0,unknown,Goldman Sachs Municipal Income
S000085834,KraneShares Sustainable Ultra Short Duration Index ETF,Krane Shares Trust,product_type,-2.0,unknown,Sustainable Duration Index
S000085986,Schwab Ultra-Short Income ETF,SCHWAB STRATEGIC TRUST,product_type,-2.0,unknown,Schwab Ultra-Short Income
S000086107,Tradr 1.75X Long FXI Monthly ETF,Investment Managers Series Trust II,reset_monthly,1.75,monthly,FXI Monthly
S000086108,Tradr 1.75X Long NVDA Monthly ETF,Investment Managers Series Trust II,reset_monthly,1.75,monthly,NVDA Monthly
S000086109,Tradr 1.5X Long NVDA Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,1.5,quarterly,NVDA Quarterly
S000086110,Tradr 1.75X Long NVDA Weekly ETF,Investment Managers Series Trust II,reset_weekly,1.75,weekly,NVDA Weekly
S000086111,Tradr 2X Long Innovation 100 Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,Innovation 100 Monthly
S000086112,Tradr 2X Long Innovation 100 Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,Innovation 100 Quarterly
S000086113,Tradr 2X Long Triple Q Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,Triple Q Weekly
S000086114,Tradr 2X Long SOXX Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,SOXX Monthly
S000086115,Tradr 2X Long SOXX Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,SOXX Quarterly
S000086116,Tradr 2X Long SOXX Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,SOXX Weekly
S000086117,Tradr 2X Long SPY Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,SPY Monthly
S000086118,Tradr 1.75X Long FXI Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,1.75,quarterly,FXI Quarterly
S000086119,Tradr 2X Long SPY Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,SPY Quarterly
S000086120,Tradr 2X Long SPY Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,SPY Weekly
S000086121,Tradr 2X Long TLT Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,TLT Monthly
S000086122,Tradr 1.75X Long TLT Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,1.75,quarterly,TLT Quarterly
S000086123,Tradr 2X Long TLT Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,TLT Weekly
S000086124,Tradr 1.5X Long TSLA Monthly ETF,Investment Managers Series Trust II,reset_monthly,1.5,monthly,TSLA Monthly
S000086125,Tradr 1.5X Long TSLA Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,1.5,quarterly,TSLA Quarterly
S000086126,Tradr 1.5X Long TSLA Weekly ETF,Investment Managers Series Trust II,reset_weekly,1.5,weekly,TSLA Weekly
S000086127,Tradr 2X Long XBI Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,XBI Monthly
S000086128,Tradr 1.75X Long XBI Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,1.75,quarterly,XBI Quarterly
S000086129,Tradr 1.75X Long FXI Weekly ETF,Investment Managers Series Trust II,reset_weekly,1.75,weekly,FXI Weekly
S000086130,Tradr 2X Long XBI Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,XBI Weekly
S000086131,Tradr 2X Long XLF Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,XLF Monthly
S000086132,Tradr 2X Long XLF Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,XLF Quarterly
S000086133,Tradr 2X Long XLF Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,XLF Weekly
S000086134,Tradr 2X Long XLK Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,XLK Monthly
S000086135,Tradr 2X Long XLK Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,XLK Quarterly
S000086136,Tradr 2X Long XLK Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,XLK Weekly
S000086137,Tradr 1.5X Short NVDA Monthly ETF,Investment Managers Series Trust II,reset_monthly,-1.5,monthly,NVDA Monthly
S000086138,Tradr 1.75X Short NVDA Weekly ETF,Investment Managers Series Trust II,reset_weekly,-1.75,weekly,NVDA Weekly
S000086139,Tradr 2X Short Innovation 100 Monthly ETF,Investment Managers Series Trust II,reset_monthly,-2.0,monthly,Innovation 100 Monthly
S000086140,Tradr 2X Long IBIT Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,IBIT Monthly
S000086141,Tradr 1.75X Short Triple Q Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,-1.75,quarterly,Triple Q Quarterly
S000086142,Tradr 1X Short Innovation 100 Monthly ETF,Investment Managers Series Trust II,reset_monthly,-1.0,monthly,Innovation 100 Monthly
S000086143,Tradr 2X Short SOXX Monthly ETF,Investment Managers Series Trust II,reset_monthly,-2.0,monthly,SOXX Monthly
S000086144,Tradr 2X Short SOXX Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,-2.0,quarterly,SOXX Quarterly
S000086145,Tradr 2X Short SOXX Weekly ETF,Investment Managers Series Trust II,reset_weekly,-2.0,weekly,SOXX Weekly
S000086146,Tradr 2X Short SPY Monthly ETF,Investment Managers Series Trust II,reset_monthly,-2.0,monthly,SPY Monthly
S000086147,Tradr 1.75X Short SPY Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,-1.75,quarterly,SPY Quarterly
S000086148,Tradr 1X Short SPY Monthly ETF,Investment Managers Series Trust II,reset_monthly,-1.0,monthly,SPY Monthly
S000086149,Tradr 2X Short TLT Monthly ETF,Investment Managers Series Trust II,reset_monthly,-2.0,monthly,TLT Monthly
S000086150,Tradr 1.5X Short TSLA Monthly ETF,Investment Managers Series Trust II,reset_monthly,-1.5,monthly,TSLA Monthly
S000086151,Tradr 2X Long IBIT Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,IBIT Quarterly
S000086152,Tradr 1.5X Short TSLA Weekly ETF,Investment Managers Series Trust II,reset_weekly,-1.5,weekly,TSLA Weekly
S000086153,Tradr 2X Long IBIT Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,IBIT Weekly
S000086154,Tradr 2X Long IWM Monthly ETF,Investment Managers Series Trust II,reset_monthly,2.0,monthly,IWM Monthly
S000086155,Tradr 2X Long IWM Quarterly ETF,Investment Managers Series Trust II,reset_quarterly,2.0,quarterly,IWM Quarterly
S000086156,Tradr 2X Long IWM Weekly ETF,Investment Managers Series Trust II,reset_weekly,2.0,weekly,IWM Weekly
S000086257,Wisdom Short Duration Income ETF,SPEND LIFE WISELY FUNDS INVESTMENT TRUST,product_type,,unknown,Wisdom Duration Income
S000086258,Wisdom Short Term Government Fund,SPEND LIFE WISELY FUNDS INVESTMENT TRUST,product_type,,unknown,Wisdom Term Government
S000086384,Disciplined Value Global Long/Short Fund,JOHN HANCOCK INVESTMENT TRUST,product_type,,unknown,Disciplined Value Global Long/Short
S000086495,Global X Short-Term Treasury Ladder ETF,Global X Funds,product_type,,unknown,Short-Term Treasury Ladder
S000086562,Fidelity SAI Short-Term Treasury Bond Index Fund,FIDELITY SALEM STREET TRUST,product_type,,unknown,Fidelity SAI Short-Term Treasury Bond Index
S000086569,Twin Oak Short Horizon Absolute Return ETF,Manager Directed Portfolios,no_leverage_parsed,,unknown,Twin Oak Horizon Absolute Return
S000086576,T-Rex 2X Inverse Ether Daily Target ETF,World Funds Trust,underlying_crypto_commod,-2.0,daily,Ether
S000086577,T-Rex 2x Long Ether Daily Target ETF,World Funds Trust,underlying_crypto_commod,2.0,daily,Ether
S000086826,Columbia Short Duration High Yield ETF,Columbia ETF Trust I,product_type,,unknown,Columbia Duration High Yield
S000087474,T-REX 2X Long BULL Daily Target ETF,ETF Opportunities Trust,underlying_unknown,2.0,daily,
S000087650,Invesco BulletShares 2034 Municipal Bond ETF,Invesco Exchange-Traded Self-Indexed Fund Trust,product_type,,unknown,BulletShares 2034 Municipal Bond
S000088354,Simplify Bond Bull ETF,Simplify Exchange Traded Funds,product_type,,unknown,Simplify Bond
S000088616,VANGUARD SHORT DURATION TAX-EXEMPT BOND ETF,VANGUARD MUNICIPAL BOND FUNDS,product_type,,unknown,VANGUARD DURATION TAX-EXEMPT BOND
S000088662,FPA Short Duration Government ETF,Investment Managers Series Trust III,product_type,,unknown,FPA Duration Government
S000089053,Yieldmax Ultra Short Option Income Strategy ETF,Tidal Trust II,product_type,-2.0,unknown,Yieldmax Option Income Strategy
S000089074,2x Wheat ETF,Volatility Shares Trust,underlying_crypto_commod,2.0,unknown,Wheat
S000089076,2x Corn ETF,Volatility Shares Trust,underlying_crypto_commod,2.0,unknown,Corn
S000089250,Teucrium 2x Daily Corn ETF,Listed Funds Trust,underlying_crypto_commod,2.0,daily,Corn
S000089252,Teucrium 2x Daily Wheat ETF,Listed Funds Trust,underlying_crypto_commod,2.0,daily,Wheat
S000089254,Teucrium 2x Daily Sugar ETF,Listed Funds Trust,underlying_crypto_commod,2.0,daily,Sugar
S000089256,Teucrium 2x Daily Soybean ETF,Listed Funds Trust,underlying_crypto_commod,2.0,daily,Soybean
S000089480,Roundhill Meme Stock ETF,Roundhill ETF Trust,no_leverage_parsed,,unknown,Meme Stock
S000089579,Militia Long/Short Equity ETF,EA Series Trust,product_type,,unknown,Militia Long/Short Equity
S000089593,Uscf Daily Target 2x Copper Index ETF,Tidal Trust III,underlying_crypto_commod,2.0,daily,Copper Index
S000089768,Victory Pioneer Short Term Income Fund,Victory Portfolios IV,product_type,,unknown,Victory Pioneer Term Income
S000089770,Victory Pioneer Multi-Asset Ultrashort Income Fund,Victory Portfolios IV,product_type,-2.0,unknown,Victory Pioneer Multi-Asset Income
S000089906,Thrivent Ultra Short Bond ETF,Thrivent ETF Trust,product_type,-2.0,unknown,Thrivent Bond
S000090077,Rareview 2x Bull Cryptocurrency & Precious Metals ETF,Collaborative Investment Series Trust,underlying_crypto_commod,2.0,unknown,Rareview Cryptocurrency Precious Metals
S000090121,Clough Short Duration ETF,Elevation Series Trust,product_type,,unknown,Clough Duration
S000090158,Innovator 2x Bitcoin Monthly ETF,Innovator ETFs Trust,reset_monthly,2.0,monthly,Innovator Bitcoin Monthly
S000090160,Innovator 2x Bitcoin Daily ETF,Innovator ETFs Trust,underlying_crypto_commod,2.0,daily,Innovator Bitcoin
S000090173,VANGUARD ULTRA-SHORT TREASURY ETF,VANGUARD INSTITUTIONAL INDEX FUNDS,product_type,-2.0,unknown,VANGUARD ULTRA-SHORT TREASURY
S000090461,F/m Ultrashort Treasury Inflation-Protected Security (TIPS) ETF,"RBB FUND, INC.",product_type,-2.0,unknown,TIPS
S000090646,NYLI Mackay Muni Short Duration ETF,New York Life Investments Active ETF Trust,product_type,,unknown,NYLI Mackay Muni Duration
S000090789,YieldMax(R) AMD Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax AMD Option Income Strategy
S000090790,YieldMax(R) AMZN Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax AMZN Option Income Strategy
S000090791,YieldMax(R) Bitcoin Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax Bitcoin Option Income Strategy
S000090792,YieldMax(R) MARA Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax MARA Option Income Strategy
S000090793,YieldMax(R) META Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax META Option Income Strategy
S000090794,Yieldmax Mstr Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,Yieldmax Mstr Option Income Strategy
S000090795,YieldMax(R) SMCI Short Option Income Strategy ETF,Tidal Trust II,product_type,,unknown,YieldMax SMCI Option Income Strategy
S000090830,Defiance Leveraged Long Plus Income MSTR ETF,Tidal Trust II,product_type,,unknown,Income MSTR
S000090831,Defiance Leveraged Long MSTR ETF,Tidal Trust II,no_leverage_parsed,,unknown,MSTR
S000090955,Teucrium -1x Daily Corn ETF,Listed Funds Trust,underlying_crypto_commod,-1.0,daily,Corn
S000090960,Teucrium -2x Daily Corn ETF,Listed Funds Trust,underlying_crypto_commod,-2.0,daily,Corn
S000090961,Teucrium -1x Daily Wheat ETF,Listed Funds Trust,underlying_crypto_commod,-1.0,daily,Wheat
S000090962,Teucrium -2x Daily Wheat ETF,Listed Funds Trust,underlying_crypto_commod,-2.0,daily,Wheat
S000090963,Teucrium -1x Daily Sugar ETF,Listed Funds Trust,underlying_crypto_commod,-1.0,daily,Sugar
S000090964,Teucrium -2x Daily Sugar ETF,Listed Funds Trust,underlying_crypto_commod,-2.0,daily,Sugar
S000090965,Teucrium -1x Daily Soybean ETF,Listed Funds Trust,underlying_crypto_commod,-1.0,daily,Soybean
S000090966,Teucrium -2x Daily Soybean ETF,Listed Funds Trust,underlying_crypto_commod,-2.0,daily,Soybean
S000091117,-1x Solana ETF,Volatility Shares Trust,underlying_crypto_commod,-1.0,unknown,Solana
S000091118,2x Solana ETF,Volatility Shares Trust,underlying_crypto_commod,2.0,unknown,Solana
S000091408,VANGUARD SHORT DURATION BOND ETF,VANGUARD MALVERN FUNDS,product_type,,unknown,VANGUARD DURATION BOND
S000091541,F/m Ultrashort Tax-Free Municipal ET,"RBB FUND, INC.",product_type,-2.0,unknown,F/m Tax-Free Municipal ET
S000091568,ProShares UltraShort Solana ETF,PROSHARES TRUST,underlying_crypto_commod,-2.0,daily,Solana
S000091569,ProShares Ultra Solana ETF,PROSHARES TRUST,underlying_crypto_commod,2.0,daily,Solana
S000091570,ProShares Short Solana ETF,PROSHARES TRUST,underlying_crypto_commod,-1.0,daily,Solana
S000091572,ProShares UltraShort XRP ETF,PROSHARES TRUST,underlying_crypto_commod,-2.0,daily,XRP
S000091573,ProShares Ultra XRP ETF,PROSHARES TRUST,underlying_crypto_commod,2.0,daily,XRP
S000091574,ProShares Short XRP ETF,PROSHARES TRUST,underlying_crypto_commod,-1.0,daily,XRP
S000091625,Teucrium 2x Long Daily XRP ETF,Listed Funds Trust,underlying_crypto_commod,2.0,daily,XRP
S000091626,Teucrium 2x Short Daily XRP ETF,Listed Funds Trust,underlying_crypto_commod,-2.0,daily,XRP
S000091708,Innovator Nasdaq-100 Monthly 2x ETF,Innovator ETFs Trust,reset_monthly,2.0,monthly,Innovator Nasdaq-100 Monthly
S000091709,Innovator U.S. Equity Monthly 2x ETF,Innovator ETFs Trust,reset_monthly,2.0,monthly,Innovator U.S. Equity Monthly
S000091723,T-REX 2X Long BNB Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,BNB
S000091724,T-REX 2X Long XRP Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,XRP
S000091725,T-REX 2X Long Bonk Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,Bonk
S000091726,T-REX 2X Long ADA Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,ADA
S000091729,T-REX 2X Long DOGE Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,DOGE
S000091731,T-REX 2X Long SOL Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,SOL
S000091732,T-REX 2X Long Trump Daily Target ETF,ETF Opportunities Trust,underlying_crypto_commod,2.0,daily,Trump
S000092510,Bluemonte Short Term Bond ETF,EXCHANGE TRADED CONCEPTS TRUST,product_type,,unknown,Bluemonte Term Bond
S000092517,2x XRP ETF,Volatility Shares Trust,underlying_crypto_commod,2.0,unknown,XRP
S000092518,-1x XRP ETF,Volatility Shares Trust,underlying_crypto_commod,-1.0,unknown,XRP
S000092915,Direxion Daily Communication Services Top 5 Bull 2X ETF,Direxion Shares ETF Trust,product_type,2.0,daily,Communication Services Top 5
S000092916,Direxion Daily Communication Services Top 5 Bear 2X ETF,Direxion Shares ETF Trust,product_type,-2.0,daily,Communication Services Top 5
S000093024,Leverage Shares 2X Long Bitcoin Daily ETF,Themes ETF Trust,underlying_crypto_commod,2.0,daily,Bitcoin
S000093025,Leverage Shares 2X Long Ether Daily ETF,Themes ETF Trust,underlying_crypto_commod,2.0,daily,Ether
S000093026,Leverage Shares 2X Long Solana Daily ETF,Themes ETF Trust,underlying_crypto_commod,2.0,daily,Solana
S000093027,Leverage Shares 2X Long XRP Daily ETF,Themes ETF Trust,underlying_crypto_commod,2.0,daily,XRP
S000093028,Leverage Shares 2X Short Bitcoin Daily ETF,Themes ETF Trust,underlying_crypto_commod,-2.0,daily,Bitcoin
S000093029,Leverage Shares 2X Short Ether Daily ETF,Themes ETF Trust,underlying_crypto_commod,-2.0,daily,Ether
S000093030,Leverage Shares 2X Short Solana Daily ETF,Themes ETF Trust,underlying_crypto_commod,-2.0,daily,Solana
S000093031,Leverage Shares 2X Short XRP Daily ETF,Themes ETF Trust,underlying_crypto_commod,-2.0,daily,XRP
S000093055,Invesco BulletShares 2035 Corporate Bond ETF,Invesco Exchange-Traded Self-Indexed Fund Trust,product_type,,unknown,BulletShares 2035 Corporate Bond
S000093056,Invesco BulletShares 2033 High Yield Corporate Bond ETF,Invesco Exchange-Traded Self-Indexed Fund Trust,product_type,,unknown,BulletShares 2033 High Yield Corporate Bond
S000093082,Roundhill S&P 500 Digital Bull ETF,Roundhill ETF Trust,no_leverage_parsed,,unknown,S&P 500 Digital
S000093088,Roundhill Innovation-100 Digital Bull ETF,Roundhill ETF Trust,no_leverage_parsed,,unknown,Innovation-100 Digital
S000093094,Roundhill Small Cap Digital Bull ETF,Roundhill ETF Trust,no_leverage_parsed,,unknown,Small Cap Digital
S000093196,Reckoner Leveraged AAA CLO ETF,Listed Funds Trust,no_leverage_parsed,,unknown,Reckoner AAA CLO
S000093269,Defiance MSTR Double Short Hedged ETF,Tidal Trust II,product_type,,unknown,MSTR Double Hedged
S000093408,Defiance Nasdaq 100 Double Short Hedged ETF,Tidal Trust II,product_type,,unknown,Nasdaq 100 Double Hedged
